"cell" "level1class"
"2437" "1772062128_F04" "oligodendrocytes"
"2438" "1772058171_D08" "oligodendrocytes"
"2439" "1772058171_E05" "oligodendrocytes"
"2440" "1772058177_B09" "oligodendrocytes"
"2441" "1772058177_C12" "oligodendrocytes"
"2442" "1772058177_D05" "oligodendrocytes"
"2443" "1772058171_G10" "oligodendrocytes"
"2444" "1772058171_C04" "oligodendrocytes"
"2445" "1772058171_C08" "oligodendrocytes"
"2446" "1772058171_C10" "oligodendrocytes"
"2447" "1772062128_C10" "oligodendrocytes"
"2448" "1772063061_B04" "oligodendrocytes"
"2449" "1772058171_F04" "microglia"
"2450" "1772060226_D02" "microglia"
"2451" "1772062109_F11" "microglia"
"2452" "1772066090_E08" "microglia"
"2453" "1772067057_G11" "microglia"
"2454" "1772058148_F06" "microglia"
"2455" "1772058177_A09" "microglia"
"2456" "1772058177_A07" "microglia"
"2457" "1772060225_E03" "microglia"
"2458" "1772058177_D10" "microglia"
"2459" "1772058177_D11" "microglia"
"2460" "1772062109_D01" "microglia"
"2461" "1772058177_C03" "microglia"
"2462" "1772062109_E05" "microglia"
"2463" "1772062128_F05" "microglia"
"2464" "1772067070_C04" "microglia"
"2465" "1772066095_B12" "microglia"
"2466" "1772058148_E12" "microglia"
"2467" "1772058148_D12" "microglia"
"2468" "1772058148_A05" "microglia"
"2469" "1772066104_B07" "microglia"
"2470" "1772062111_G10" "microglia"
"2471" "1772060226_E03" "microglia"
"2472" "1772060240_H11" "microglia"
"2473" "1772066096_G06" "microglia"
"2474" "1772058177_A12" "microglia"
"2475" "1772062128_C02" "microglia"
"2476" "1772066095_G07" "microglia"
"2477" "1772058171_C05" "microglia"
"2478" "1772062128_A07" "microglia"
"2479" "1772058177_E01" "microglia"
"2480" "1772058177_B11" "microglia"
"2481" "1772058177_F07" "microglia"
"2482" "1772058177_G04" "microglia"
"2483" "1772063074_B03" "microglia"
"2484" "1772058171_F11" "microglia"
"2485" "1772062113_A11" "microglia"
"2486" "1772062111_H06" "microglia"
"2487" "1772063061_F10" "microglia"
"2488" "1772062116_D02" "microglia"
"2489" "1772062115_A07" "microglia"
"2490" "1772062115_C02" "microglia"
"2491" "1772062109_E12" "microglia"
"2492" "1772062109_D06" "microglia"
"2493" "1772062128_D02" "microglia"
"2494" "1772062118_F04" "microglia"
"2495" "1772063078_G02" "microglia"
"2496" "1772063063_H11" "microglia"
"2497" "1772062118_A11" "microglia"
"2498" "1772060224_F07" "microglia"
"2499" "1772063077_F06" "microglia"
"2500" "1772062111_A05" "microglia"
"2501" "1772060224_B12" "microglia"
"2502" "1772066076_A07" "microglia"
"2503" "1772067064_D12" "microglia"
"2504" "1772060240_F05" "microglia"
"2505" "1772063077_E03" "microglia"
"2506" "1772063074_F08" "microglia"
"2507" "1772058177_F04" "microglia"
"2508" "1772067074_D04" "microglia"
"2509" "1772066080_F07" "microglia"
"2510" "1772062111_G06" "microglia"
"2511" "1772062109_D12" "microglia"
"2512" "1772062109_A06" "microglia"
"2513" "1772062113_E05" "microglia"
"2514" "1772062111_F12" "microglia"
"2515" "1772062118_H01" "microglia"
"2516" "1772063074_H12" "microglia"
"2517" "1772067064_B09" "microglia"
"2518" "1772067057_B09" "microglia"
"2519" "1772060224_H07" "microglia"
"2520" "1772067094_C07" "microglia"
"2521" "1772067070_C02" "microglia"
"2522" "1772067096_G06" "microglia"
"2523" "1772060240_H10" "microglia"
"2524" "1772062116_G09" "microglia"
"2525" "1772067058_C04" "microglia"
"2526" "1772063077_D08" "microglia"
"2527" "1772063063_A03" "microglia"
"2528" "1772060226_H12" "microglia"
"2529" "1772066090_B06" "microglia"
"2530" "1772062118_F03" "microglia"
"2531" "1772063062_D07" "microglia"
"2532" "1772062128_H04" "microglia"
"2533" "1772062118_E06" "microglia"
"2534" "1772071044_B03" "microglia"
"2535" "1772060225_F05" "microglia"
"2536" "1772060226_F12" "microglia"
"2537" "1772062115_H11" "microglia"
"2538" "1772062109_C05" "microglia"
"2539" "1772058177_E03" "microglia"
"2540" "1772060224_B07" "microglia"
"2541" "1772060226_H02" "microglia"
"2542" "1772062118_D09" "microglia"
"2543" "1772062118_F11" "microglia"
"2544" "1772062111_D12" "microglia"
"2545" "1772062128_B03" "microglia"
"2546" "1772066090_D03" "microglia"
"2547" "1772063071_E02" "endothelial-mural"
"2548" "1772063064_A11" "endothelial-mural"
"2549" "1772060224_B09" "endothelial-mural"
"2550" "1772063078_H11" "endothelial-mural"
"2551" "1772063061_G03" "endothelial-mural"
"2552" "1772063071_D01" "endothelial-mural"
"2553" "1772063064_B05" "endothelial-mural"
"2554" "1772062111_E02" "endothelial-mural"
"2555" "1772063062_H12" "endothelial-mural"
"2556" "1772058177_C08" "endothelial-mural"
"2557" "1772058148_A07" "endothelial-mural"
"2558" "1772060240_A03" "endothelial-mural"
"2559" "1772067070_H08" "endothelial-mural"
"2560" "1772063079_C02" "endothelial-mural"
"2561" "1772063071_A01" "endothelial-mural"
"2562" "1772063079_A09" "endothelial-mural"
"2563" "1772067070_C05" "endothelial-mural"
"2564" "1772063079_A11" "endothelial-mural"
"2565" "1772062113_G08" "endothelial-mural"
"2566" "1772062128_G09" "endothelial-mural"
"2567" "1772060240_D11" "endothelial-mural"
"2568" "1772071044_B01" "endothelial-mural"
"2569" "1772071036_E10" "endothelial-mural"
"2570" "1772062113_D11" "endothelial-mural"
"2571" "1772063063_B01" "endothelial-mural"
"2572" "1772058171_E12" "endothelial-mural"
"2573" "1772063064_F06" "endothelial-mural"
"2574" "1772058148_H05" "endothelial-mural"
"2575" "1772066103_B12" "endothelial-mural"
"2576" "1772058177_G06" "endothelial-mural"
"2577" "1772058177_H06" "endothelial-mural"
"2578" "1772058177_H02" "endothelial-mural"
"2579" "1772058177_D01" "endothelial-mural"
"2580" "1772058171_E11" "endothelial-mural"
"2581" "1772058177_F10" "endothelial-mural"
"2582" "1772058171_G09" "endothelial-mural"
"2583" "1772058171_G07" "endothelial-mural"
"2584" "1772058177_F12" "endothelial-mural"
"2585" "1772058177_G12" "endothelial-mural"
"2586" "1772058171_F01" "endothelial-mural"
"2587" "1772058171_H05" "endothelial-mural"
"2588" "1772058171_G05" "endothelial-mural"
"2589" "1772062128_D06" "endothelial-mural"
"2590" "1772063079_B05" "endothelial-mural"
"2591" "1772062109_H08" "endothelial-mural"
"2592" "1772062109_D05" "endothelial-mural"
"2593" "1772062111_D07" "endothelial-mural"
"2594" "1772063077_D11" "endothelial-mural"
"2595" "1772062113_H07" "endothelial-mural"
"2596" "1772062111_G12" "endothelial-mural"
"2597" "1772063079_C11" "endothelial-mural"
"2598" "1772063079_H12" "endothelial-mural"
"2599" "1772060224_E05" "endothelial-mural"
"2600" "1772063070_F11" "endothelial-mural"
"2601" "1772062114_A09" "endothelial-mural"
"2602" "1772062111_H12" "endothelial-mural"
"2603" "1772063070_B04" "endothelial-mural"
"2604" "1772063064_E04" "endothelial-mural"
"2605" "1772058177_G07" "endothelial-mural"
"2606" "1772062113_C01" "endothelial-mural"
"2607" "1772067073_A12" "endothelial-mural"
"2608" "1772063063_C11" "endothelial-mural"
"2609" "1772062109_B07" "endothelial-mural"
"2610" "1772067058_F03" "endothelial-mural"
"2611" "1772071040_D01" "endothelial-mural"
"2612" "1772063063_G05" "endothelial-mural"
"2613" "1772067069_E07" "endothelial-mural"
"2614" "1772067063_A11" "endothelial-mural"
"2615" "1772071040_F09" "endothelial-mural"
"2616" "1772067063_A07" "endothelial-mural"
"2617" "1772066096_C02" "endothelial-mural"
"2618" "1772066098_E07" "endothelial-mural"
"2619" "1772058148_D04" "endothelial-mural"
"2620" "1772067074_H04" "endothelial-mural"
"2621" "1772058148_E02" "endothelial-mural"
"2622" "1772067073_B09" "endothelial-mural"
"2623" "1772063071_D11" "endothelial-mural"
"2624" "1772071040_E11" "endothelial-mural"
"2625" "1772067074_H09" "endothelial-mural"
"2626" "1772071041_H04" "endothelial-mural"
"2627" "1772067073_F07" "endothelial-mural"
"2628" "1772058148_C04" "endothelial-mural"
"2629" "1772058148_E09" "endothelial-mural"
"2630" "1772067074_H08" "endothelial-mural"
"2631" "1772058148_F12" "endothelial-mural"
"2632" "1772071036_D04" "endothelial-mural"
"2633" "1772063070_A07" "endothelial-mural"
"2634" "1772067074_F11" "endothelial-mural"
"2635" "1772063064_B04" "endothelial-mural"
"2636" "1772063070_A05" "endothelial-mural"
"2637" "1772071040_B11" "endothelial-mural"
"2638" "1772063070_E06" "endothelial-mural"
"2639" "1772066102_E06" "endothelial-mural"
"2640" "1772060240_D07" "endothelial-mural"
"2641" "1772067063_B03" "endothelial-mural"
"2642" "1772058148_F05" "endothelial-mural"
"2643" "1772066108_B09" "endothelial-mural"
"2644" "1772066102_C04" "endothelial-mural"
"2645" "1772060224_A05" "endothelial-mural"
"2646" "1772063070_G07" "endothelial-mural"
"2647" "1772066095_B03" "endothelial-mural"
"2648" "1772063065_D10" "endothelial-mural"
"2649" "1772060226_E09" "endothelial-mural"
"2650" "1772063061_B10" "endothelial-mural"
"2651" "1772062115_F01" "endothelial-mural"
"2652" "1772063065_D08" "endothelial-mural"
"2653" "1772066097_C03" "endothelial-mural"
"2654" "1772058148_F10" "endothelial-mural"
"2655" "1772066077_E10" "endothelial-mural"
"2656" "1772063065_B12" "endothelial-mural"
"2657" "1772063063_H05" "endothelial-mural"
"2658" "1772063068_B12" "endothelial-mural"
"2659" "1772067058_D06" "endothelial-mural"
"2660" "1772062109_G06" "endothelial-mural"
"2661" "1772062116_H04" "endothelial-mural"
"2662" "1772063062_G06" "endothelial-mural"
"2663" "1772058171_G04" "endothelial-mural"
"2664" "1772067063_D05" "endothelial-mural"
"2665" "1772058177_A05" "endothelial-mural"
"2666" "1772058177_F11" "endothelial-mural"
"2667" "1772063079_A07" "endothelial-mural"
"2668" "1772062116_H07" "endothelial-mural"
"2669" "1772063070_F02" "endothelial-mural"
"2670" "1772060224_C09" "endothelial-mural"
"2671" "1772067073_H05" "endothelial-mural"
"2672" "1772058171_A12" "endothelial-mural"
"2673" "1772067073_H10" "endothelial-mural"
"2674" "1772067074_D07" "endothelial-mural"
"2675" "1772062109_E02" "endothelial-mural"
"2676" "1772060224_F01" "endothelial-mural"
"2677" "1772066099_F09" "endothelial-mural"
"2678" "1772062111_A11" "endothelial-mural"
"2679" "1772058171_A06" "endothelial-mural"
"2680" "1772060224_F04" "endothelial-mural"
"2681" "1772060224_H12" "endothelial-mural"
"2682" "1772063071_F12" "endothelial-mural"
"2683" "1772062111_A08" "endothelial-mural"
"2684" "1772058177_A08" "endothelial-mural"
"2685" "1772060224_H01" "endothelial-mural"
"2686" "1772066095_A07" "endothelial-mural"
"2687" "1772058177_B01" "endothelial-mural"
"2688" "1772062111_B12" "endothelial-mural"
"2689" "1772063064_A08" "endothelial-mural"
"2690" "1772063064_B02" "endothelial-mural"
"2691" "1772062115_G08" "endothelial-mural"
"2692" "1772062114_H08" "endothelial-mural"
"2693" "1772063071_G12" "endothelial-mural"
"2694" "1772060225_H04" "endothelial-mural"
"2695" "1772058177_H03" "endothelial-mural"
"2696" "1772063064_F09" "endothelial-mural"
"2697" "1772060224_D12" "endothelial-mural"
"2698" "1772066080_C04" "endothelial-mural"
"2699" "1772063062_B10" "endothelial-mural"
"2700" "1772062128_E01" "endothelial-mural"
"2701" "1772062128_A02" "endothelial-mural"
"2702" "1772062128_C11" "endothelial-mural"
"2703" "1772060240_B11" "endothelial-mural"
"2704" "1772063078_A02" "endothelial-mural"
"2705" "1772058148_B03" "endothelial-mural"
"2706" "1772062128_C09" "endothelial-mural"
"2707" "1772062116_C03" "endothelial-mural"
"2708" "1772058177_H04" "endothelial-mural"
"2709" "1772063071_B06" "endothelial-mural"
"2710" "1772067063_E01" "endothelial-mural"
"2711" "1772058171_A01" "endothelial-mural"
"2712" "1772062111_F09" "endothelial-mural"
"2713" "1772066104_A09" "endothelial-mural"
"2714" "1772060240_G06" "endothelial-mural"
"2715" "1772062109_B04" "endothelial-mural"
"2716" "1772063071_B12" "endothelial-mural"
"2717" "1772063071_D02" "endothelial-mural"
"2718" "1772067058_D10" "endothelial-mural"
"2719" "1772067069_H12" "endothelial-mural"
"2720" "1772063062_A05" "endothelial-mural"
"2721" "1772063071_G02" "endothelial-mural"
"2722" "1772066096_E06" "astrocytes_ependymal"
"2723" "1772071014_H04" "astrocytes_ependymal"
"2724" "1772066098_B06" "astrocytes_ependymal"
"2725" "1772071044_C05" "astrocytes_ependymal"
"2726" "1772067058_E08" "astrocytes_ependymal"
"2727" "1772071044_C04" "astrocytes_ependymal"
"2728" "1772067096_A11" "astrocytes_ependymal"
"2729" "1772066098_C02" "astrocytes_ependymal"
"2730" "1772071045_F10" "astrocytes_ependymal"
"2731" "1772066076_C10" "astrocytes_ependymal"
"2732" "1772062109_D11" "astrocytes_ependymal"
"2733" "1772062111_B03" "astrocytes_ependymal"
"2734" "1772071014_C07" "astrocytes_ependymal"
"2735" "1772067063_E05" "astrocytes_ependymal"
"2736" "1772071045_D05" "astrocytes_ependymal"
"2737" "1772071015_H09" "astrocytes_ependymal"
"2738" "1772071014_G04" "astrocytes_ependymal"
"2739" "1772071014_H07" "astrocytes_ependymal"
"2740" "1772071014_D06" "astrocytes_ependymal"
"2741" "1772071014_F02" "astrocytes_ependymal"
"2742" "1772058171_H01" "astrocytes_ependymal"
"2743" "1772071015_A08" "astrocytes_ependymal"
"2744" "1772071015_D10" "astrocytes_ependymal"
"2745" "1772067064_A10" "astrocytes_ependymal"
"2746" "1772071015_H10" "astrocytes_ependymal"
"2747" "1772062118_H11" "astrocytes_ependymal"
"2748" "1772067069_C11" "astrocytes_ependymal"
"2749" "1772071014_E01" "astrocytes_ependymal"
"2750" "1772071015_D02" "astrocytes_ependymal"
"2751" "1772062128_D05" "astrocytes_ependymal"
"2752" "1772071014_D07" "astrocytes_ependymal"
"2753" "1772071014_A02" "astrocytes_ependymal"
"2754" "1772063071_H08" "astrocytes_ependymal"
"2755" "1772062128_E02" "astrocytes_ependymal"
"2756" "1772066110_G07" "astrocytes_ependymal"
"2757" "1772066096_C07" "astrocytes_ependymal"
"2758" "1772066096_B01" "astrocytes_ependymal"
"2759" "1772063077_F03" "astrocytes_ependymal"
"2760" "1772058177_E09" "astrocytes_ependymal"
"2761" "1772066096_A04" "astrocytes_ependymal"
"2762" "1772071036_F10" "astrocytes_ependymal"
"2763" "1772066076_A11" "astrocytes_ependymal"
"2764" "1772066102_H01" "astrocytes_ependymal"
"2765" "1772062109_F07" "astrocytes_ependymal"
"2766" "1772058177_D07" "astrocytes_ependymal"
"2767" "1772067076_F10" "astrocytes_ependymal"
"2768" "1772058171_F07" "astrocytes_ependymal"
"2769" "1772062114_D03" "astrocytes_ependymal"
"2770" "1772062114_B05" "astrocytes_ependymal"
"2771" "1772058177_B03" "astrocytes_ependymal"
"2772" "1772058171_B03" "astrocytes_ependymal"
"2773" "1772063064_D08" "astrocytes_ependymal"
"2774" "1772071015_A12" "astrocytes_ependymal"
"2775" "1772071015_G05" "astrocytes_ependymal"
"2776" "1772063062_B05" "astrocytes_ependymal"
"2777" "1772063061_F08" "astrocytes_ependymal"
"2778" "1772062128_B12" "astrocytes_ependymal"
"2779" "1772062114_E01" "astrocytes_ependymal"
"2780" "1772063068_F04" "astrocytes_ependymal"
"2781" "1772063065_D11" "astrocytes_ependymal"
"2782" "1772063064_H03" "astrocytes_ependymal"
"2783" "1772066098_C10" "astrocytes_ependymal"
"2784" "1772058171_A08" "astrocytes_ependymal"
"2785" "1772063071_B11" "astrocytes_ependymal"
"2786" "1772062128_E04" "astrocytes_ependymal"
"2787" "1772063071_H07" "astrocytes_ependymal"
"2788" "1772063071_H09" "astrocytes_ependymal"
"2789" "1772062118_G01" "astrocytes_ependymal"
"2790" "1772063062_D09" "astrocytes_ependymal"
"2791" "1772063068_D06" "astrocytes_ependymal"
"2792" "1772066095_B02" "astrocytes_ependymal"
"2793" "1772063065_E10" "astrocytes_ependymal"
"2794" "1772062115_D08" "astrocytes_ependymal"
"2795" "1772060226_B09" "astrocytes_ependymal"
"2796" "1772066099_H10" "astrocytes_ependymal"
"2797" "1772063071_H02" "astrocytes_ependymal"
"2798" "1772066080_C10" "astrocytes_ependymal"
"2799" "1772066090_G04" "astrocytes_ependymal"
"2800" "1772066095_C10" "astrocytes_ependymal"
"2801" "1772063077_A11" "astrocytes_ependymal"
"2802" "1772066098_B12" "astrocytes_ependymal"
"2803" "1772066076_E12" "astrocytes_ependymal"
"2804" "1772067060_G01" "astrocytes_ependymal"
"2805" "1772066098_A01" "astrocytes_ependymal"
"2806" "1772067082_A12" "astrocytes_ependymal"
"2807" "1772066090_A06" "astrocytes_ependymal"
"2808" "1772066101_G05" "astrocytes_ependymal"
"2809" "1772066098_D07" "astrocytes_ependymal"
"2810" "1772067076_H10" "astrocytes_ependymal"
"2811" "1772071036_E06" "astrocytes_ependymal"
"2812" "1772067060_D10" "astrocytes_ependymal"
"2813" "1772066080_A11" "astrocytes_ependymal"
"2814" "1772066070_E03" "astrocytes_ependymal"
"2815" "1772066090_C12" "astrocytes_ependymal"
"2816" "1772066090_F08" "astrocytes_ependymal"
"2817" "1772071036_F04" "astrocytes_ependymal"
"2818" "1772062128_F01" "astrocytes_ependymal"
"2819" "1772066070_A06" "astrocytes_ependymal"
"2820" "1772062118_A08" "astrocytes_ependymal"
"2821" "1772062114_B04" "astrocytes_ependymal"
"2822" "1772062128_C08" "astrocytes_ependymal"
"2823" "1772066110_D07" "astrocytes_ependymal"
"2824" "1772062109_A08" "astrocytes_ependymal"
"2825" "1772067057_E02" "astrocytes_ependymal"
"2826" "1772062115_F11" "astrocytes_ependymal"
"2827" "1772060240_F07" "astrocytes_ependymal"
"2828" "1772062113_F04" "astrocytes_ependymal"
"2829" "1772062118_A10" "astrocytes_ependymal"
"2830" "1772062114_D04" "astrocytes_ependymal"
"2831" "1772063077_G09" "astrocytes_ependymal"
"2832" "1772063077_F11" "astrocytes_ependymal"
"2833" "1772060240_B02" "astrocytes_ependymal"
"2834" "1772058148_C01" "astrocytes_ependymal"
"2835" "1772067093_A09" "astrocytes_ependymal"
"2836" "1772060224_G08" "astrocytes_ependymal"
"2837" "1772060240_D05" "astrocytes_ependymal"
"2838" "1772060240_B05" "astrocytes_ependymal"
"2839" "1772071044_C01" "astrocytes_ependymal"
"2840" "1772060224_D09" "astrocytes_ependymal"
"2841" "1772062109_E04" "astrocytes_ependymal"
"2842" "1772063061_C12" "astrocytes_ependymal"
"2843" "1772063063_F04" "astrocytes_ependymal"
"2844" "1772071045_C02" "astrocytes_ependymal"
"2845" "1772063074_D02" "astrocytes_ependymal"
"2846" "1772062109_E11" "astrocytes_ependymal"
"2847" "1772060240_H12" "astrocytes_ependymal"
"2848" "1772066077_D11" "astrocytes_ependymal"
"2849" "1772062118_G03" "astrocytes_ependymal"
"2850" "1772071041_B08" "astrocytes_ependymal"
"2851" "1772067096_A10" "astrocytes_ependymal"
"2852" "1772062114_F06" "astrocytes_ependymal"
"2853" "1772067054_G12" "astrocytes_ependymal"
"2854" "1772063062_C11" "astrocytes_ependymal"
"2855" "1772062113_E12" "astrocytes_ependymal"
"2856" "1772067063_G08" "astrocytes_ependymal"
"2857" "1772058148_G05" "astrocytes_ependymal"
"2858" "1772063064_E06" "astrocytes_ependymal"
"2859" "1772058148_C05" "astrocytes_ependymal"
"2860" "1772062128_C04" "astrocytes_ependymal"
"2861" "1772063063_E01" "astrocytes_ependymal"
"2862" "1772060224_E12" "astrocytes_ependymal"
"2863" "1772058148_E08" "astrocytes_ependymal"
"2864" "1772058177_C04" "astrocytes_ependymal"
"2865" "1772063077_B01" "astrocytes_ependymal"
"2866" "1772063077_E12" "astrocytes_ependymal"
"2867" "1772058148_C09" "astrocytes_ependymal"
"2868" "1772063074_C07" "astrocytes_ependymal"
"2869" "1772063063_F12" "astrocytes_ependymal"
"2870" "1772067073_H07" "astrocytes_ependymal"
"2871" "1772067066_C06" "astrocytes_ependymal"
"2872" "1772067073_E04" "astrocytes_ependymal"
"2873" "1772067064_C11" "astrocytes_ependymal"
"2874" "1772063063_G08" "astrocytes_ependymal"
"2875" "1772067063_E07" "astrocytes_ependymal"
"2876" "1772066090_F02" "astrocytes_ependymal"
"2877" "1772062116_B01" "astrocytes_ependymal"
"2878" "1772067063_A06" "astrocytes_ependymal"
"2879" "1772066076_E11" "astrocytes_ependymal"
"2880" "1772071040_B09" "astrocytes_ependymal"
"2881" "1772071044_H11" "astrocytes_ependymal"
"2882" "1772066102_D01" "astrocytes_ependymal"
"2883" "1772071045_H02" "astrocytes_ependymal"
"2884" "1772067070_B12" "astrocytes_ependymal"
"2885" "1772058148_G03" "astrocytes_ependymal"
"2886" "1772058148_E06" "astrocytes_ependymal"
"2887" "1772062128_G01" "astrocytes_ependymal"
"2888" "1772058148_F08" "astrocytes_ependymal"
"2889" "1772062111_A04" "astrocytes_ependymal"
"2890" "1772062118_C05" "astrocytes_ependymal"
"2891" "1772063061_D08" "astrocytes_ependymal"
"2892" "1772063062_E03" "astrocytes_ependymal"
"2893" "1772067074_F02" "astrocytes_ependymal"
"2894" "1772060226_C10" "astrocytes_ependymal"
"2895" "1772063078_D03" "astrocytes_ependymal"
"2896" "1772067083_H04" "astrocytes_ependymal"
"2897" "1772060225_C06" "astrocytes_ependymal"
"2898" "1772066101_B02" "astrocytes_ependymal"
"2899" "1772062109_G12" "astrocytes_ependymal"
"2900" "1772067094_B04" "astrocytes_ependymal"
"2901" "1772066080_C03" "astrocytes_ependymal"
"2902" "1772063078_G04" "astrocytes_ependymal"
"2903" "1772062128_E07" "astrocytes_ependymal"
"2904" "1772063070_B07" "astrocytes_ependymal"
"2905" "1772063078_G06" "astrocytes_ependymal"
"2906" "1772067059_C05" "astrocytes_ependymal"
"2907" "1772066100_B04" "astrocytes_ependymal"
"2908" "1772060226_H05" "astrocytes_ependymal"
"2909" "1772058148_B11" "astrocytes_ependymal"
"2910" "1772066110_H07" "astrocytes_ependymal"
"2911" "1772067058_B03" "astrocytes_ependymal"
"2912" "1772062128_E08" "astrocytes_ependymal"
"2913" "1772062113_C04" "astrocytes_ependymal"
"2914" "1772058177_G08" "astrocytes_ependymal"
"2915" "1772060240_H06" "astrocytes_ependymal"
"2916" "1772063078_G03" "astrocytes_ependymal"
"2917" "1772071035_H05" "astrocytes_ependymal"
"2918" "1772066098_F09" "astrocytes_ependymal"
"2919" "1772063077_D01" "astrocytes_ependymal"
"2920" "1772066090_G01" "astrocytes_ependymal"
"2921" "1772067076_H12" "astrocytes_ependymal"
"2922" "1772066076_G11" "astrocytes_ependymal"
"2923" "1772067093_E09" "astrocytes_ependymal"
"2924" "1772067094_G09" "astrocytes_ependymal"
"2925" "1772066108_B03" "astrocytes_ependymal"
"2926" "1772067057_F12" "astrocytes_ependymal"
"2927" "1772067076_E06" "astrocytes_ependymal"
"2928" "1772067060_H11" "astrocytes_ependymal"
"2929" "1772067059_E10" "astrocytes_ependymal"
"2930" "1772067094_G10" "astrocytes_ependymal"
"2931" "1772066080_C11" "astrocytes_ependymal"
"2932" "1772066096_C12" "astrocytes_ependymal"
"2933" "1772066102_C03" "astrocytes_ependymal"
"2934" "1772066101_B07" "astrocytes_ependymal"
"2935" "1772066110_F06" "astrocytes_ependymal"
"2936" "1772058148_B12" "astrocytes_ependymal"
"2937" "1772063063_C12" "astrocytes_ependymal"
"2938" "1772066076_F02" "astrocytes_ependymal"
"2939" "1772060226_E06" "astrocytes_ependymal"
"2940" "1772063065_A11" "astrocytes_ependymal"
"2941" "1772058148_D11" "astrocytes_ependymal"
"2942" "1772058148_C07" "astrocytes_ependymal"
"2943" "1772058148_B02" "astrocytes_ependymal"
"2944" "1772058148_A12" "astrocytes_ependymal"
"2945" "1772071041_G06" "astrocytes_ependymal"
"2946" "1772063079_E03" "endothelial-mural"
"2947" "1772058177_B08" "endothelial-mural"
"2948" "1772066110_A07" "endothelial-mural"
"2949" "1772063078_E07" "endothelial-mural"
"2950" "1772058177_B10" "endothelial-mural"
"2951" "1772060240_C12" "endothelial-mural"
"2952" "1772067073_A03" "endothelial-mural"
"2953" "1772067069_E08" "endothelial-mural"
"2954" "1772058148_D03" "endothelial-mural"
"2955" "1772058148_D10" "endothelial-mural"
"2956" "1772067060_B11" "endothelial-mural"
"2957" "1772063062_D11" "endothelial-mural"
"2958" "1772058148_F01" "endothelial-mural"
"2959" "1772063062_D04" "endothelial-mural"
"2960" "1772066076_H03" "endothelial-mural"
"2961" "1772058177_G01" "endothelial-mural"
"2962" "1772062111_B09" "endothelial-mural"
"2963" "1772066076_C02" "endothelial-mural"
"2964" "1772062113_E06" "endothelial-mural"
"2965" "1772066080_B09" "endothelial-mural"
"2966" "1772063061_C07" "endothelial-mural"
"2967" "1772062111_D02" "endothelial-mural"
"2968" "1772063077_A05" "endothelial-mural"
"2969" "1772063079_F03" "endothelial-mural"
"2970" "1772063077_B05" "endothelial-mural"
"2971" "1772058171_E08" "endothelial-mural"
"2972" "1772062113_H10" "endothelial-mural"
"2973" "1772067074_G05" "endothelial-mural"
"2974" "1772062113_D02" "endothelial-mural"
"2975" "1772066076_C01" "endothelial-mural"
"2976" "1772066080_E09" "endothelial-mural"
"2977" "1772067057_E04" "endothelial-mural"
"2978" "1772066080_D11" "endothelial-mural"
"2979" "1772067074_C09" "endothelial-mural"
"2980" "1772063077_B06" "endothelial-mural"
"2981" "1772066076_H04" "endothelial-mural"
"2982" "1772062116_E06" "endothelial-mural"
"2983" "1772067064_D03" "endothelial-mural"
"2984" "1772063063_G07" "endothelial-mural"
"2985" "1772067063_E08" "endothelial-mural"
"2986" "1772058148_G02" "endothelial-mural"
"2987" "1772066080_G05" "endothelial-mural"
"2988" "1772063074_F11" "endothelial-mural"
"2989" "1772063074_C04" "endothelial-mural"
"2990" "1772062111_E09" "endothelial-mural"
"2991" "1772062111_F01" "endothelial-mural"
"2992" "1772063074_H03" "endothelial-mural"
"2993" "1772063062_H10" "endothelial-mural"
"2994" "1772058148_D02" "endothelial-mural"
"2995" "1772063078_G10" "endothelial-mural"
"2996" "1772066110_D12" "endothelial-mural"
"2997" "1772071017_A07" "endothelial-mural"
"2998" "1772063071_G10" "endothelial-mural"
"2999" "1772058148_C03" "endothelial-mural"
"3000" "1772063061_D09" "endothelial-mural"
"3001" "1772067059_B04" "endothelial-mural"
"3002" "1772066097_D04" "endothelial-mural"
"3003" "1772063068_D01" "endothelial-mural"
"3004" "1772066098_A12" "endothelial-mural"
"3005" "1772058148_F03" "endothelial-mural"
